,rooms,area,floor,floors_total,metro,metro_minutes,metro_transport,district,seller_type,price_rub
312,4.0,159.0,22,23,Давыдково,17.0,walk,Можайский,specialist,116000000.0
313,2.0,68.0,3,6,Троицк,11.0,transport,Троицк,agency,11172400.0
314,2.0,44.0,6,14,Южная,2.0,walk,Чертаново Северное,agency,16800000.0
315,4.0,101.6,4,9,Бауманская,9.0,walk,Басманный,specialist,5300000.0
316,4.0,107.2,34,39,Павелецкая,10.0,walk,Даниловский,agency,92418192.0
317,3.0,83.9,8,44,Октябрьское поле,6.0,walk,Щукино,agency,37132043.0
318,4.0,84.0,13,34,Белорусская,11.0,walk,Пресненский,specialist,65940000.0
319,1.0,37.0,15,16,Гражданская,6.0,walk,Савеловский,specialist,19300000.0
320,1.0,33.0,18,23,Рассказовка,5.0,walk,Внуковское,specialist,15300000.0
321,2.0,67.0,8,26,Зорге,13.0,walk,Хорошевский,specialist,48000000.0
322,5.0,148.0,17,17,Технопарк,9.0,walk,Даниловский,specialist,120000000.0
323,0.0,27.5,7,8,Калитники,7.0,walk,Таганский,specialist,7956719.0
324,1.0,35.0,6,8,Водный стадион,7.0,walk,Войковский,specialist,13800000.0
325,1.0,37.5,6,9,Прокшино,7.0,transport,Сосенское,specialist,15300000.0
326,3.0,79.1,21,30,Лианозово,12.0,walk,Восточное Дегунино,agency,36207001.0
327,1.0,40.0,7,20,Трикотажная,5.0,walk,Покровское-Стрешнево,specialist,23250000.0
328,4.0,149.0,3,22,Краснопресненская,4.0,transport,Пресненский,agency,178020000.0
329,3.0,69.6,29,32,Озёрная,12.0,walk,Очаково-Матвеевское,agency,30206400.0
330,4.0,86.6,2,12,Братиславская,5.0,transport,Люблино,agency,21500000.0
331,2.0,59.6,8,20,Прокшино,20.0,walk,Сосенское,specialist,22000000.0
332,2.0,38.09,3,19,Толстопальцево,4.0,transport,Марушкинское,agency,10661391.0
333,2.0,71.87,6,41,Рижская,16.0,walk,Сокольники,agency,31633868.0
334,0.0,20.0,5,17,Щербинка,10.0,walk,Щербинка,agency,10968000.0
335,2.0,69.4,12,30,Волгоградский проспект,8.0,walk,Южнопортовый,agency,33000000.0
336,0.0,19.2,1,8,Варшавская,13.0,walk,Нагорный,specialist,8600000.0
337,2.0,52.3,7,22,Спартак,12.0,walk,Покровское-Стрешнево,specialist,35000000.0
338,0.0,32.0,6,8,Ленинский проспект,14.0,walk,Гагаринский,agency,25500000.0
339,1.0,18.1,1,5,Пушкинская,5.0,walk,Тверской,specialist,20000000.0
340,3.0,65.0,9,12,Перово,20.0,walk,Перово,agency,19700000.0
341,0.0,48.2,7,7,Баррикадная,11.0,walk,Пресненский,agency,40000000.0
342,2.0,64.7,6,8,Кутузовская,6.0,walk,Дорогомилово,specialist,31000000.0
343,3.0,75.0,4,17,Свиблово,2.0,walk,Свиблово,specialist,26700000.0
344,2.0,35.1,10,12,Ольховая,20.0,transport,Десёновское,agency,14360000.0
345,2.0,71.7,41,46,Фили,11.0,walk,Дорогомилово,agency,84801973.0
346,3.0,74.5,5,17,Саларьево,11.0,walk,Московский,agency,26751907.0
347,3.0,71.9,10,14,Ватутинки,12.0,walk,Десёновское,agency,15068000.0
348,1.0,34.3,10,17,Маяковская,4.0,walk,Тверской,specialist,23000000.0
349,3.0,126.0,1,3,Кропоткинская,6.0,walk,Арбат,agency,63000000.0
350,5.0,280.0,6,30,Новаторская,10.0,walk,Проспект Вернадского,specialist,249000000.0
351,4.0,61.9,1,9,Медведково,10.0,transport,Ярославский,specialist,5999999.0
352,4.0,156.9,34,34,Воронцовская,5.0,walk,Обручевский,specialist,83500000.0
353,4.0,91.8,7,19,Нагорная,5.0,transport,Нагатино-Садовники,agency,40990000.0
354,0.0,26.4,28,52,Матвеевская,6.0,transport,Раменки,agency,18400000.0
355,2.0,64.0,15,18,Царицыно,5.0,transport,Бирюлево Восточное,specialist,21500000.0
356,1.0,34.4,4,19,Филатов Луг,10.0,transport,Московский,specialist,11900000.0
357,4.0,77.0,24,24,Курьяново,9.0,walk,Марьино,specialist,29950000.0
358,0.0,23.7,7,17,Марьина Роща,3.0,walk,Марьина роща,specialist,11700000.0
359,6.0,232.2,20,20,Терехово ,4.0,walk,Хорошево-Мневники,specialist,255420000.0
360,1.0,44.0,3,5,Новокузнецкая,6.0,walk,Замоскворечье,specialist,54900000.0
361,2.0,53.9,15,18,Бабушкинская,4.0,transport,Южное Медведково,agency,17948700.0
362,4.0,90.8,3,47,Печатники,13.0,walk,Печатники,agency,37398062.0
363,1.0,32.0,6,15,Новомосковская,10.0,walk,Сосенское,owner,13250000.0
364,5.0,457.5,7,8,Охотный ряд,8.0,walk,Тверской,agency,639201600.0
365,1.0,177.4,5,7,Площадь Революции,3.0,walk,Тверской,agency,656380000.0
366,1.0,50.6,18,27,Сокол,13.0,walk,Аэропорт,agency,32065017.0
367,2.0,68.5,19,33,Шелепиха,9.0,walk,Хорошево-Мневники,specialist,48300000.0
368,4.0,103.5,4,16,Деловой центр,14.0,walk,Пресненский,specialist,109000000.0
369,2.0,27.7,3,3,Тульская,17.0,walk,Донской,specialist,8890000.0
370,1.0,36.0,2,9,Нижегородская,10.0,walk,Нижегородский,specialist,14200000.0
371,2.0,68.4,9,32,Грачёвская,7.0,walk,Ховрино,agency,22151320.0
372,3.0,68.3,4,8,Маяковская,2.0,walk,Тверской,specialist,57000000.0
373,3.0,178.0,7,10,Улица 1905 года,9.0,walk,Пресненский,specialist,135000000.0
374,3.0,85.2,35,40,ЗИЛ,6.0,walk,Даниловский,specialist,58600000.0
375,1.0,31.0,4,5,Шоссе Энтузиастов,9.0,walk,Соколиная гора,agency,12150000.0
376,1.0,59.56,22,67,Деловой центр,14.0,walk,Пресненский,agency,90000000.0
377,5.0,115.0,3,3,Силикатная,8.0,transport,Рязановское,specialist,9700000.0
378,3.0,105.2,5,14,Фрунзенская,11.0,walk,Хамовники,specialist,206000000.0
379,2.0,67.7,8,43,Крылатское,18.0,walk,Крылатское,agency,54000228.0
380,3.0,76.6,3,24,Сокол,13.0,walk,Аэропорт,agency,34952580.0
381,2.0,53.8,10,17,Братиславская,10.0,walk,Марьино,specialist,20500000.0
382,2.0,41.2,3,6,Белорусская,7.0,walk,Беговой,specialist,24600000.0
383,0.0,22.2,2,7,Зеленоград — Крюково,5.0,transport,14-й,specialist,5700000.0
384,4.0,136.0,8,23,Терехово ,14.0,walk,Хорошево-Мневники,specialist,80500000.0
385,6.0,210.0,4,5,Белорусская,8.0,walk,Пресненский,specialist,110000000.0
386,3.0,96.5,25,31,Грачёвская,8.0,walk,Ховрино,agency,26614700.0
387,1.0,28.9,32,32,Щёлковская,19.0,walk,Гольяново,specialist,12300000.0
388,1.0,49.73,1,9,Павшино,13.0,transport,ЗАО,agency,33244505.0
389,3.0,70.4,7,22,Терехово ,5.0,walk,Хорошево-Мневники,specialist,43000000.0
390,3.0,138.9,47,48,Улица 1905 года,15.0,walk,Пресненский,agency,241824900.0
391,1.0,46.72,6,51,Хорошёвская,17.0,walk,Хорошевский,agency,30648320.0
392,2.0,57.0,4,8,Тимирязевская,10.0,walk,Тимирязевский,specialist,28300000.0
393,1.0,26.1,21,23,Планерная,8.0,transport,Куркино,agency,11103707.0
394,3.0,105.0,5,6,Красные ворота,11.0,walk,Басманный,specialist,135000000.0
395,0.0,10.0,1,12,Шипиловская,11.0,walk,Зябликово,specialist,4200000.0
396,1.0,44.7,14,23,Ботанический сад,8.0,walk,Ростокино,agency,30891020.0
397,1.0,35.0,3,16,Люблино,14.0,walk,Люблино,specialist,11500000.0
398,3.0,74.0,8,17,Молодёжная,15.0,walk,Кунцево,specialist,28600000.0
399,1.0,32.0,3,24,Солнцево,8.0,walk,Солнцево,specialist,16000000.0
400,4.0,190.0,2,6,Кропоткинская,3.0,walk,Хамовники,specialist,284089600.0
401,3.0,134.8,2,25,Печатники,18.0,walk,Печатники,agency,77634690.0
402,1.0,38.7,15,23,Румянцево,17.0,walk,Мосрентген,specialist,12970000.0
403,2.0,68.8,40,46,Фили,11.0,walk,Дорогомилово,agency,100430765.0
404,0.0,41.0,3,6,Орехово,9.0,walk,Орехово-Борисово Северное,agency,14000000.0
405,1.0,34.4,1,9,Бульвар Рокоссовского,16.0,walk,Метрогородок,specialist,10700000.0
406,1.0,30.0,2,6,Маяковская,8.0,walk,Пресненский,specialist,30000000.0
407,4.0,120.7,4,38,Аминьевская,13.0,walk,Раменки,agency,72914870.0
408,2.0,66.0,7,42,Крымская,19.0,walk,Котловка,specialist,35400000.0
409,2.0,64.4,8,33,Серпуховская,17.0,walk,Даниловский,specialist,37500000.0
410,2.0,67.5,16,21,Зорге,12.0,walk,Хорошевский,specialist,43000000.0
411,1.0,57.1,4,16,Тульская,8.0,transport,Даниловский,specialist,33000000.0
412,3.0,160.0,6,8,Маяковская,10.0,walk,Тверской,agency,661760000.0
413,6.0,272.4,5,6,Пушкинская,3.0,walk,Тверской,specialist,93000000.0
414,4.0,122.5,25,26,Технопарк,18.0,walk,Нагатинский затон,agency,70623184.0
415,2.0,59.9,15,17,Селигерская,9.0,walk,Западное Дегунино,agency,26500000.0
416,1.0,39.0,11,12,Лианозово,4.0,transport,Лианозово,specialist,13500000.0
417,2.0,53.3,16,17,Крылатское,15.0,walk,Крылатское,specialist,20200000.0
418,2.0,103.22,3,14,Киевская,12.0,walk,Хамовники,specialist,289016000.0
419,3.0,96.9,1,5,ВДНХ,13.0,walk,Алексеевский,specialist,20000000.0
420,2.0,82.5,3,5,Спортивная,13.0,walk,Хамовники,agency,170000000.0
421,0.0,17.0,3,8,Текстильщики,11.0,walk,Печатники,specialist,4500000.0
422,1.0,44.04,52,75,Площадь Гагарина,9.0,walk,Донской,agency,31402766.0
423,3.0,120.0,4,7,Тверская,6.0,walk,Пресненский,specialist,140000000.0
424,1.0,34.9,37,45,Калужская,8.0,walk,Коньково,agency,30950855.0
425,3.0,195.9,6,11,Павелецкая,16.0,walk,Даниловский,agency,215823030.0
426,2.0,56.0,19,31,Улица Скобелевская,15.0,walk,Южное Бутово,specialist,21500000.0
427,0.0,24.0,10,15,Ольховая,13.0,transport,Десёновское,specialist,10780000.0
428,3.0,145.0,18,23,Краснопресненская,5.0,transport,Пресненский,agency,228860000.0
429,2.0,73.4,18,22,Кунцевская,11.0,walk,Фили-Давыдково,specialist,36900000.0
430,3.0,158.0,15,23,Краснопресненская,5.0,transport,Пресненский,agency,210990000.0
431,2.0,57.0,2,20,Фили,9.0,walk,Филевский парк,specialist,29000000.0
432,1.0,41.0,9,12,Черкизовская,8.0,walk,Гольяново,specialist,16999000.0
433,1.0,43.0,23,25,Перерва,12.0,walk,Люблино,specialist,16800000.0
434,0.0,22.0,12,21,Волгоградский проспект,19.0,walk,Нижегородский,specialist,7950000.0
435,4.0,93.1,2,17,Озёрная,6.0,walk,Тропарево-Никулино,specialist,37000000.0
436,3.0,155.6,4,6,Охотный ряд,4.0,walk,Тверской,agency,318313672.0
437,1.0,42.0,15,41,Аэропорт,12.0,walk,Хорошевский,specialist,35000000.0
438,2.0,43.9,1,9,Тульская,8.0,transport,Даниловский,specialist,15000000.0
439,2.0,58.96,4,9,Крёкшино,6.0,transport,Марушкинское,agency,11320320.0
440,1.0,49.2,2,15,Тульская,8.0,walk,Даниловский,agency,46562880.0
441,1.0,56.0,2,9,Баррикадная,18.0,walk,Пресненский,agency,91860000.0
442,5.0,157.8,7,7,Филатов Луг,7.0,transport,Сосенское,agency,42558660.0
443,0.0,20.1,13,16,Ольховая,4.0,transport,Сосенское,agency,10108988.0
444,3.0,67.5,9,14,Минская,5.0,transport,Раменки,specialist,47500000.0
445,2.0,62.8,3,3,Аэропорт,10.0,walk,Хорошевский,agency,53000000.0
446,3.0,93.4,7,40,ЗИЛ,8.0,walk,Даниловский,specialist,70000000.0
447,4.0,106.2,2,6,Охотный ряд,6.0,walk,Тверской,specialist,125000000.0
448,0.0,34.4,29,41,Белорусская,5.0,walk,Беговой,agency,34496320.0
449,2.0,40.6,9,9,Аэропорт Внуково,10.0,transport,Марушкинское,agency,13087004.0
450,0.0,25.1,26,33,Перерва,12.0,walk,Люблино,agency,14773860.0
451,0.0,31.1,1,6,Красные ворота,7.0,walk,Красносельский,specialist,18490000.0
452,4.0,139.5,4,6,Кропоткинская,5.0,walk,Хамовники,specialist,410000000.0
453,2.0,64.5,4,5,Тушинская,18.0,walk,Покровское-Стрешнево,specialist,23750000.0
454,5.0,205.0,1,11,Ломоносовский проспект,4.0,transport,Раменки,agency,246204000.0
455,1.0,38.9,2,14,Новокосино,2.0,walk,Новокосино,specialist,13500000.0
456,3.0,78.4,2,25,Люблино,19.0,walk,Люблино,agency,24515680.0
457,3.0,98.9,57,75,Площадь Гагарина,9.0,walk,Донской,agency,65857510.0
458,3.0,75.9,7,8,Павелецкая,11.0,walk,Замоскворечье,agency,119024483.0
459,4.0,137.4,24,43,Крылатское,18.0,walk,Крылатское,agency,114914353.0
460,2.0,60.0,21,30,Волгоградский проспект,7.0,walk,Южнопортовый,specialist,28000000.0
461,1.0,54.3,2,14,Аэропорт,14.0,walk,Хорошевский,agency,41425470.0
462,1.0,34.9,8,18,Павелецкая,8.0,walk,Замоскворечье,specialist,26000000.0
463,2.0,59.2,18,18,Бабушкинская,4.0,transport,Южное Медведково,agency,19903040.0
464,4.0,83.9,5,9,Новогиреево,13.0,walk,Вешняки,specialist,20500000.0
465,4.0,125.0,9,33,Нагатинская,13.0,walk,Нагатино-Садовники,specialist,55490000.0
466,4.0,153.2,28,32,Павелецкая,9.0,walk,Даниловский,specialist,139900000.0
467,4.0,138.95,10,87,Деловой центр,12.0,walk,Пресненский,agency,141732975.0
468,4.0,64.0,4,9,Щёлковская,3.0,transport,Северное Измайлово,specialist,17900000.0
469,1.0,51.7,42,66,Москва-Сити,6.0,walk,Пресненский,agency,80135000.0
470,5.0,206.0,5,9,Киевская,7.0,walk,Хамовники,agency,260000000.0
471,0.0,11.5,1,6,Улица 1905 года,12.0,walk,Пресненский,specialist,6890000.0
